id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
46843,Post-Apocalyptic Gypsy Room ,21842,Opal,,Visitacion Valley,37.7165201,-122.4087188,Private room,145,1,123,10/18/2015,1.43,2,273
10117951,Beautiful room in safe neighborhood,38000723,Tara,,Visitacion Valley,37.72251371,-122.4073302,Private room,65,1,3,5/10/2016,0.14,2,0
10070413,Hi Tech Valley Guest Room (Bunk D),51673718,Edward,,Visitacion Valley,37.71403316,-122.4136268,Shared room,44,1,35,9/24/2017,2.11,4,363
10070425,Hi Tech Valley Guest Room (Bunk C),51673718,Edward,,Visitacion Valley,37.71479732,-122.4137061,Shared room,42,1,36,9/27/2017,2.16,4,361
11620, Post-Apocalyptic Cubby Room,21842,Opal,,Visitacion Valley,37.71793837,-122.4085793,Private room,35,1,44,3/28/2012,0.45,2,273
12561809,Quiet room in sunny home,657327,Melissa,,Visitacion Valley,37.7179013,-122.4045294,Private room,75,2,9,9/23/2017,1.91,2,121
20173559,Artist's House in San Francisco,4332552,Eugenia,,Visitacion Valley,37.72103293,-122.400703,Private room,75,1,16,9/28/2017,8.57,1,76
15939487,[F] Cute Little Studio in SF,22267913,Henry,,Visitacion Valley,37.71959076,-122.3998494,Entire home/apt,60,30,11,8/31/2017,1.19,1,333
311259,SF cottage- street parking & transport,1601019,Feli,,Visitacion Valley,37.71844865,-122.3997362,Entire home/apt,120,2,315,9/16/2017,4.63,2,341
2621386,Retreat with View and Private Bath,8055448,Su,,Visitacion Valley,37.72051894,-122.4034654,Private room,69,4,56,9/24/2017,1.34,1,329
17480526,Super Cozy Room - SFO 10 mins,12034540,Cat,,Visitacion Valley,37.71506277,-122.4084351,Private room,70,1,9,9/1/2017,1.64,1,0
20690957,Joemud 2,104567752,Yingming,,Visitacion Valley,37.7154814,-122.4307007,Private room,90,1,12,9/24/2017,12,4,332
15843007,Private Spacious Apartment in Little Hollywood,9270394,Wilson,,Visitacion Valley,37.71294424,-122.3988724,Entire home/apt,60,3,31,9/10/2017,2.95,1,123
8155586,Amazing City View 4 Bedrooms House,39041682,Kevin (Or Jose),,Visitacion Valley,37.72213046,-122.4063246,Entire home/apt,410,3,38,9/25/2017,1.57,1,52
20837529,New Spacious Guest Suite 2BR/1BA (D),149498560,Jean,,Visitacion Valley,37.71389119,-122.4081304,Entire home/apt,125,1,4,9/24/2017,4,3,50
6991935,Beautiful private studio,8367424,Chait,,Visitacion Valley,37.71751865,-122.4027205,Entire home/apt,80,2,27,2/17/2017,1.26,1,274
20852099,New Comfy Guest Suite 1BR/1BA (C),149498560,Jean,,Visitacion Valley,37.71452479,-122.4065795,Entire home/apt,85,1,4,10/1/2017,4,3,46
8055632,Guest Room in Renovated Apartment,11886896,Emanuel,,Visitacion Valley,37.71296997,-122.4005301,Private room,100,2,94,9/1/2017,3.69,4,327
20032338,Amazing city view 2BR/1BA,13926160,Wendy,,Visitacion Valley,37.71981391,-122.4015675,Entire home/apt,141,2,1,9/4/2017,1,1,5
1960478,Clean  and cozy house with two cats,5246025,Brent,,Visitacion Valley,37.71282098,-122.4063832,Entire home/apt,60,7,11,11/28/2015,0.28,1,0
19016900,asdf,131806961,Qi,,Visitacion Valley,37.70990063,-122.410937,Private room,321,1,0,,,1,0
18488346,Beautiful Garden Suite on McLaren Park,128275237,Kevin,,Visitacion Valley,37.71249947,-122.4156102,Private room,125,3,21,9/26/2017,4.32,2,302
10070717,Hi tech Valley Guest House (Bunk B),51673718,Edward,,Visitacion Valley,37.71301603,-122.4137673,Shared room,45,1,24,9/25/2017,1.47,4,362
10840082,Large room for rent,56142333,Telesia,,Visitacion Valley,37.70980346,-122.4166842,Private room,399,3,0,,,1,0
19891811,SF skyline of the top floor room 2bed(+2)/1baths.,32018871,Dickson,,Visitacion Valley,37.71975309,-122.4017795,Private room,180,2,16,9/24/2017,6.76,3,348
20439767,Quiet & Cozy Bedroom with Private Bath & Entrance,145867343,Ming,,Visitacion Valley,37.72270923,-122.4044163,Private room,80,1,11,9/17/2017,6.88,1,50
18489177,Luxurious living on McLaren Park,128275237,Kevin,,Visitacion Valley,37.71275511,-122.4143578,Entire home/apt,145,3,15,8/17/2017,3.88,2,135
20570590,Private room & bath in house with great view,24098847,Chadwick,,Visitacion Valley,37.72121641,-122.4096218,Private room,75,2,4,9/15/2017,3.53,1,0
19626728,1bedroom suite with beautiful yard,112189739,Kenneth And Vienna,,Visitacion Valley,37.71772483,-122.4048745,Private room,115,1,14,9/15/2017,5.12,4,336
15343159,Artsy Cozy Home: Near Great Hikes,40966464,Michelle,,Visitacion Valley,37.72147358,-122.4086808,Private room,72,1,123,9/16/2017,10.22,1,39
8048653,Master Room in Luxury Apartment,11886896,Emanuel,,Visitacion Valley,37.71298769,-122.4001699,Private room,100,2,99,9/20/2017,3.91,4,334
10657085,Super Bowl Spacious 4BR House,38000723,Tara,,Visitacion Valley,37.72256875,-122.4068746,Entire home/apt,120,1,0,,,2,0
14179246,SF studio - private apt close to transport,1601019,Feli,,Visitacion Valley,37.72090508,-122.4024457,Entire home/apt,99,1,59,9/17/2017,4.11,2,155
20863507,[BRAND NEW] Cozy Guest Suite 1BA/1BR (B),149498560,Jean,,Visitacion Valley,37.71249118,-122.4071888,Entire home/apt,85,1,4,9/29/2017,4,3,49
13736000,"Views, Natural Light & Location",56427435,Tommyg118,,Visitacion Valley,37.71724448,-122.4051344,Entire home/apt,185,2,23,9/15/2017,1.6,1,148
7922690,Spacious Room in Luxury Home,11886896,Emanuel,,Visitacion Valley,37.71143277,-122.4005733,Private room,100,2,154,9/20/2017,6.06,4,341
4855686,"Spacious 2-Bedroom w/Parking! Sunny, Views, Safe!",1196837,Heather,,Visitacion Valley,37.71338588,-122.3983334,Entire home/apt,250,3,24,9/3/2017,0.84,2,21
1925206,Private room with attached private bathroom,9971829,Joshua,,Visitacion Valley,37.7219829,-122.4075767,Private room,129,2,31,9/25/2017,2.6,1,354
11047057,Nicole Feurer,57331502,Nicole,,Visitacion Valley,37.71986992,-122.4004737,Entire home/apt,500,1,0,,,1,0
20173537,SF skyline of 1 floor studio room 1bed(+1)/1baths.,32018871,Dickson,,Visitacion Valley,37.71970856,-122.4005833,Private room,90,2,15,9/24/2017,7.38,3,334
8210662,"Business ready! New, quiet, safe & sunny SF home!",230916,John+Abby,,Visitacion Valley,37.71555449,-122.3994012,Entire home/apt,200,30,91,9/9/2017,3.64,1,365
21005685,Spacious bright room w/ hill views - private bath,617114,Vikram,,Visitacion Valley,37.71890882,-122.4028365,Private room,90,2,1,9/25/2017,1,2,52
14205598,"Private Studio W/ Private Bath, Kitchen, & Parking",25081707,Alex + Jon,,Visitacion Valley,37.72100328,-122.4102371,Private room,98,1,103,9/21/2017,7.37,1,117
133910,Large sunny family house,657327,Melissa,,Visitacion Valley,37.71812545,-122.4048548,Entire home/apt,475,7,31,7/24/2014,0.4,2,154
20267316,3 Bedroom Home Free Garage 4 beds 2 1/2 bath Views,144457072,Weilin,,Visitacion Valley,37.71852516,-122.405367,Entire home/apt,249,2,5,9/17/2017,3.41,1,77
12288524,Private Quarters in Luxury Home,11886896,Emanuel,,Visitacion Valley,37.71174326,-122.3989089,Entire home/apt,250,2,54,9/22/2017,3.2,4,141
13769730,Beautiful Pac Heights Apartment,8037091,Faryar,,Pacific Heights,37.78943695,-122.4416484,Private room,100,6,1,7/5/2016,0.07,1,0
19813606,Private 1 BDR in the Heart of SF!,17902034,Vijay,,Pacific Heights,37.79304988,-122.4248227,Private room,150,1,2,7/19/2017,0.76,1,65
837490,"QUINTESSENTIAL SF, PAC HEIGHTS EDWARDIAN W/VIEWS!",1017526,Angela,,Pacific Heights,37.79109586,-122.433818,Private room,130,3,5,7/30/2017,0.09,1,1
10106701,Spacious PacHeights Room with Views,244632,Patricia,,Pacific Heights,37.78968238,-122.4404336,Private room,80,2,8,5/4/2017,0.38,1,79
6974480,Spacious studio in Pacific Heights,20955456,Catherine,,Pacific Heights,37.78984455,-122.4457696,Entire home/apt,155,3,46,9/16/2017,2.7,1,318
19810694,Cozy apartment in a nice neighborhood,128324241,Romain,,Pacific Heights,37.79004838,-122.4307958,Entire home/apt,150,1,10,9/10/2017,4.23,1,0
13464781,Unbeatable Golden Gate View,1098521,Will,,Pacific Heights,37.79571728,-122.4341299,Entire home/apt,210,5,51,9/17/2017,3.25,1,40
5269787,"Spacious 1bd Pac Heights with Views, Luxury Bed",27277658,Jane,,Pacific Heights,37.79517868,-122.4264786,Entire home/apt,199,5,29,9/15/2017,0.92,2,195
1110787,1 Bedroom Apt in Pacific Heights - Great Location!,4253943,Amanda,,Pacific Heights,37.78983032,-122.4348141,Entire home/apt,229,2,53,9/25/2017,0.99,1,11
10732878,Newly Remodeled Pacific Heights Studio,5212297,Nada,,Pacific Heights,37.79368324,-122.4345199,Entire home/apt,200,1,63,9/24/2017,3.11,1,336
18756239,Spacious Studio in a Posh Neighborhood,97329353,Katy,,Pacific Heights,37.79054352,-122.4327373,Entire home/apt,175,2,8,9/25/2017,2.07,1,31
10085129,Pacific Heights Private Studio Apt,5229739,Olivia,,Pacific Heights,37.79637508,-122.431472,Entire home/apt,100,2,2,1/13/2016,0.09,1,0
9316306,Spacious 1 Bdrm in Pac Heights.,23901045,Ami,,Pacific Heights,37.79482398,-122.4272312,Entire home/apt,101,1,9,6/29/2016,0.41,1,0
5782032,Pac Heights 3B Flat Near Fillmore St,3576299,Tom,,Pacific Heights,37.79021325,-122.4389729,Entire home/apt,516,2,60,9/17/2017,2.18,1,25
19407153,Massive Studio w/ Park Views,30713030,Wendy,,Pacific Heights,37.79043948,-122.4393288,Entire home/apt,140,2,8,9/24/2017,2.73,1,0
13190103,Hotel Pac Hgts Queen Free Car ParkC,20850212,Young,,Pacific Heights,37.79709581,-122.4242764,Entire home/apt,121,1,5,4/9/2017,0.3,16,39
19180151,Pacific Heights Private View Home,134145998,Danielle,,Pacific Heights,37.79469549,-122.4368093,Entire home/apt,900,3,0,,,1,268
10989352,Spacious Pacific Heights Super Bowl,1323868,Melanie,,Pacific Heights,37.7937663,-122.4267333,Entire home/apt,499,1,0,,,1,0
13389922,Luxurious Room w/ Private Bathroom & Stunning View,73780422,Logan,,Pacific Heights,37.79233815,-122.4235793,Private room,306,1,0,,,1,0
10630132,Super Bowl 2 BR/2 BA in Pac Heights,1598900,Sam,,Pacific Heights,37.79289192,-122.4241491,Entire home/apt,800,1,0,,,1,0
17905042,Large top floor room in the heart of San Francisco,13507256,Jean Francois,,Pacific Heights,37.79159069,-122.423801,Private room,200,2,0,,,1,0
11064385,Luxurious Pacific Heights Condo,16434392,Jangmi,,Pacific Heights,37.79539227,-122.4327319,Entire home/apt,3350,1,0,,,2,0
4296407,Cozy 1 bedroom w/ great walkability,15782829,Eli,,Pacific Heights,37.78994638,-122.44037,Entire home/apt,1000,2,0,,,1,365
20155597,Great Neighborhood Close to Everything w Parking,13612996,Matthew,,Pacific Heights,37.79364397,-122.4230975,Entire home/apt,200,2,5,9/30/2017,5,1,138
13489958,Quintessential Pacific Heights Victorian,18871546,Stephen,,Pacific Heights,37.78859878,-122.4442297,Entire home/apt,857,6,0,,,1,0
9109508,PacHeights Apt; Sightseer's Dream!,4071328,Eliza,,Pacific Heights,37.79453549,-122.426075,Entire home/apt,225,1,1,11/8/2015,0.04,1,0
10862977,"Pacific Heights Elegance W Views 2bd/2ba, Parking",13832870,Farzaneh,,Pacific Heights,37.7954322,-122.4371051,Entire home/apt,223,30,4,8/20/2016,0.22,5,365
314248,Pacific Heights 3 bedroom home,1614566,Sarah,,Pacific Heights,37.79025558,-122.4364041,Entire home/apt,325,7,27,8/19/2017,0.57,1,272
4554977,Large Private Bedroom in Pacific Heights,1748575,Amy,,Pacific Heights,37.79211116,-122.4250269,Private room,110,30,13,5/2/2017,1.03,2,35
1525137,Modern Edwardian in Pacific Heights,7390100,Dion,,Pacific Heights,37.78778828,-122.4439282,Entire home/apt,210,2,161,9/21/2017,3.27,1,336
17384873,Traditional bedroom in Pac Heights,5350135,Danielle,,Pacific Heights,37.79601915,-122.4243725,Private room,73,1,0,,,1,0
13789215,True 1-bedroom near Lafayette Park,12939055,Allison,,Pacific Heights,37.79287365,-122.4244475,Entire home/apt,200,1,0,,,1,242
1095355,Heart of Pacific Heights Studio,6018115,Laura,,Pacific Heights,37.79101906,-122.431123,Entire home/apt,165,2,63,8/27/2017,1.18,1,13
3656971,Cozy Studio in the Center of SF,4184965,Colleen,,Pacific Heights,37.7916579,-122.4238093,Entire home/apt,185,2,0,,,1,32
10786488,Spacious 3Bed Pac Heights w/Parking,26852475,Jake,,Pacific Heights,37.79359348,-122.4279802,Entire home/apt,250,3,0,,,1,0
9998974,(2) Bed (2) Bath Pacific Heights,48156521,Molly,,Pacific Heights,37.79568107,-122.4262939,Entire home/apt,200,2,1,1/2/2016,0.05,1,0
4052680,Pacific Heights (walk to everything),1794065,Matthew,,Pacific Heights,37.79222413,-122.4279051,Private room,90,17,0,,,1,359
9180885,Pacific Heights Top Floor w/ Views,12331692,Feras,,Pacific Heights,37.78974381,-122.4291943,Entire home/apt,358,1,53,9/26/2017,2.27,2,228
219438,"Super Modern Lux View Pac Heights  (2,500 sf )",373342,Phil,,Pacific Heights,37.7950735,-122.4303579,Entire home/apt,699,1,0,,,1,0
20199878,Pacific Heights Boutique Hotel - Garden Suite,11218165,Bryn,,Pacific Heights,37.79240973,-122.4317866,Entire home/apt,279,4,0,,,4,2
10853631,Private Bedroom In Pacific Heights,33067723,Erin,,Pacific Heights,37.79049916,-122.4410102,Private room,500,1,1,10/7/2016,0.08,1,365
12985543,Victorian w/View and Sunny deck in Pacific Heights,694377,Beatrice,,Pacific Heights,37.79418453,-122.4316455,Entire home/apt,284,2,28,9/27/2017,1.78,2,46
3532347,Spacious house like empire,13832870,Farzaneh,,Pacific Heights,37.7903263,-122.427066,Entire home/apt,275,30,2,4/27/2015,0.06,5,365
15067182,Charming Pacific Heights Bed and Breakfast,11218165,Bryn,,Pacific Heights,37.79355935,-122.4301749,Entire home/apt,239,1,15,9/23/2017,1.25,4,65
8760141,1 Bedroom - Prime Location - Extra sleeping Area,1397115,Drew,,Pacific Heights,37.79041043,-122.4326375,Entire home/apt,170,3,3,2/10/2016,0.13,1,89
4729888,Pacific Heights (Vacation Room),24424913,Kevin,,Pacific Heights,37.78976744,-122.4424481,Private room,80,1,0,,,1,0
10792245,Jackson Court 2,23593310,Meimei,,Pacific Heights,37.79404283,-122.4317748,Entire home/apt,245,3,1,2/16/2017,0.13,7,0
14184266,Astounding Golden Gate Views!,4976919,Paul,,Pacific Heights,37.79472697,-122.434394,Entire home/apt,500,2,10,8/3/2017,0.72,2,324
4565015,Jackson Ct Brownstone Mansion B&B,23663034,Ronald,,Pacific Heights,37.79352502,-122.4306354,Private room,165,3,0,,,1,0
4387067,Upscale Sunny Private Bed and Bath,22338989,Jeffrey,,Pacific Heights,37.78980689,-122.4341119,Private room,129,1,321,9/26/2017,9.55,3,228
455588,Luxury Pacific Heights Flat,2225925,Stephen,,Pacific Heights,37.78811853,-122.4456076,Entire home/apt,449,2,22,7/30/2017,0.37,1,0
12427868,Parkside Pacific Heights 1 Bedroom,2147670,Dinelle,,Pacific Heights,37.79039061,-122.4387653,Entire home/apt,145,2,2,4/27/2016,0.11,1,0
16381134,Original House of The Real World of SF,107297613,Joanne,,Pacific Heights,37.79179956,-122.4322354,Entire home/apt,275,300,19,8/27/2017,2.07,1,83
18054290,Spacious Union Street Apartment - Outdoor Porch,26754711,Shelby,,Pacific Heights,37.79490538,-122.4275927,Entire home/apt,142,3,9,9/17/2017,2.13,1,0
20199218,Pacific Heights Boutique Hotel - Executive Suite,11218165,Bryn,,Pacific Heights,37.79360506,-122.4322274,Private room,269,4,0,,,4,0
4061282,"Sunny, private room w/attached bath",10235302,Deepali,,Pacific Heights,37.78914653,-122.4466058,Private room,148,4,42,9/20/2017,1.52,1,333
850106,5 Bedroom Family Friendly Flat in the Marina,4439004,Tawni,,Pacific Heights,37.79535238,-122.4379764,Entire home/apt,100,1,0,,,1,0
8370658,Well-Appointed Marina Apartment,5937660,Rachelle,,Pacific Heights,37.7969273,-122.4274362,Entire home/apt,499,1,0,,,1,359
932481,HUGE HOME plus CAR!! SUMMER IN BEST SF AREA!,863433,Lisa,,Pacific Heights,37.79176504,-122.4327002,Entire home/apt,800,7,5,1/27/2014,0.1,2,161
7011305,Luxury 1BR with view of Golden Gate,36758609,Juan Pablo,,Pacific Heights,37.79546816,-122.4246912,Entire home/apt,350,2,0,,,1,0
7227910,3600 sqft view home pacific heights,32169668,Kimberly,,Pacific Heights,37.7907432,-122.4250455,Entire home/apt,975,3,18,8/18/2017,0.69,1,0
18851429,Modern Luxury Condo in Pacific Heights,131316530,Kim,,Pacific Heights,37.79587703,-122.4286991,Entire home/apt,595,2,15,9/24/2017,3.54,2,138
10878514,Private Room in Luxury Pacific Heights penthouse,9826833,Tanner,,Pacific Heights,37.78975375,-122.432394,Private room,527,1,0,,,1,0
9256506,"Two quiet bedrooms with decks, views",14003785,Pam,,Pacific Heights,37.78800537,-122.4422823,Private room,272,3,22,9/21/2017,1.15,3,329
96383,Prime Location Bright Private Room ,216682,Jay,,Pacific Heights,37.79175618,-122.4247552,Private room,65,30,127,9/9/2017,1.64,6,271
18005988,Classic & Spacious Pacific Heights Apartment,2238570,Jessica,,Pacific Heights,37.79057162,-122.4251397,Private room,200,1,51,9/27/2017,10.48,1,333
4622981,Remodeled Victorian,23944054,Lynette,,Pacific Heights,37.78960308,-122.4375364,Private room,150,1,1,11/23/2014,0.03,1,0
3186641,Pacific Heights - Lafayette Park,16111825,Nancy,,Pacific Heights,37.79078913,-122.4274147,Entire home/apt,150,2,24,9/17/2017,0.6,1,330
20633679,Private bed and bath near Lafayette park,15786495,Angelina,,Pacific Heights,37.79378066,-122.4259717,Private room,73,10,1,9/22/2017,1,1,0
3489481,Best View for 4th of July Fireworks,17571398,Kevin,,Pacific Heights,37.79508153,-122.4319515,Entire home/apt,199,1,0,,,1,0
17120944,"Quiet, spacious bedroom with private deck/views.",14003785,Pam,,Pacific Heights,37.78827374,-122.4412798,Private room,169,3,2,5/18/2017,0.39,3,334
5013816,Upscale Private Master Bed & Bath,22338989,Jeffrey,,Pacific Heights,37.78910126,-122.4345974,Private room,129,1,296,9/29/2017,9.33,3,173
10682225,4 Bedroom House,28776816,Nikko,,Pacific Heights,37.78903531,-122.4393961,Entire home/apt,600,1,0,,,1,0
13155557,Drop Dead Views in Pacific Heights Penthouse,73431953,Keri & Dani,,Pacific Heights,37.79604838,-122.4269924,Entire home/apt,400,3,0,,,1,0
17978574,Location! Bay views! Stylish huge 2 bd pac hts apt,12809091,Priyanka,,Pacific Heights,37.79095243,-122.4243404,Entire home/apt,250,3,0,,,1,0
17497933,1 BR,1685576,Brandon,,Pacific Heights,37.79589731,-122.4265575,Private room,145,1,1,3/10/2017,0.14,1,0
2636716,Studio Apt- Close to Everything,4437415,Mario,,Pacific Heights,37.79369581,-122.4249678,Entire home/apt,140,3,19,8/20/2017,0.98,1,49
11065185,Room in Exclusive Pac Heights Condo,16434392,Jangmi,,Pacific Heights,37.7952212,-122.433326,Private room,900,1,0,,,2,0
4439461,Upscale Private Ensuite Bed & Bath,22338989,Jeffrey,,Pacific Heights,37.78973831,-122.4343917,Private room,129,1,303,9/27/2017,8.82,3,260
9256418,Room in the Heart of the Marina,35091002,Tiana,,Pacific Heights,37.79686898,-122.4281499,Private room,95,1,3,6/29/2016,0.19,1,0
10926089,LUX Pacific Height 4bed/2bath condo,56640408,Inna,,Pacific Heights,37.79661938,-122.4310894,Entire home/apt,5000,1,0,,,1,0
1932434,Separate Cottage with Deck & Patio,4097687,Trent,,Pacific Heights,37.78823101,-122.4437303,Entire home/apt,285,3,19,1/2/2016,0.41,1,0
154715,Sunny spacious room w/ amazing view,16674,Jan Grant,,Pacific Heights,37.79265343,-122.4295514,Private room,89,1,85,9/17/2017,1.11,1,10
18347907,Amazing Garden Apartment,58263375,Ag,,Pacific Heights,37.79656546,-122.4268243,Entire home/apt,160,30,2,8/18/2017,0.83,1,156
14712433,"Elegant, Light Filled, Pacific Heights Apartment",62167241,Liz,,Pacific Heights,37.7905186,-122.4425666,Entire home/apt,276,30,5,4/19/2017,0.61,1,364
10435323,Prime Pac Heights - SUPER BOWL,53720516,Evan,,Pacific Heights,37.79486057,-122.4307706,Entire home/apt,995,3,0,,,1,0
17791724,Bright Garden Getaway - heart of Pacific Heights,35647558,Johnell,,Pacific Heights,37.78921841,-122.439029,Entire home/apt,149,2,7,7/30/2017,1.3,1,0
18463248,Charming 1BR Apartment in Fantastic Neighbourhood,128031052,Jordan,,Pacific Heights,37.79285473,-122.4228788,Entire home/apt,135,2,10,7/27/2017,2.21,1,0
18757990,NEW Pacific Heights Private In-Law Unit,9956229,Aaron,,Pacific Heights,37.78896122,-122.4452586,Entire home/apt,195,2,17,9/17/2017,5.05,1,339
10565104,A Musician's Mediterranean Dream,54495126,Felicia,,Pacific Heights,37.79680835,-122.4251358,Entire home/apt,333,4,51,9/23/2017,2.51,1,355
3896205,Pacific Heights Cozy Antique Studio -Solo Traveler,20169016,Springer,,Pacific Heights,37.78882437,-122.4469353,Entire home/apt,125,3,19,8/20/2017,0.84,2,339
1931459,Edwardian Style Pacific Heights 1BD,4141241,Blair,,Pacific Heights,37.79187893,-122.4320529,Entire home/apt,350,3,57,9/11/2017,1.21,1,252
20494161,Victorian Private Bedroom in SF Landmark,132710331,Anastasia / Ana,,Pacific Heights,37.7899853,-122.4307383,Private room,95,2,5,9/17/2017,4.55,3,138
4280408,"Oasis to relax, Sunny with Surrounding Views",11527863,Louise,,Pacific Heights,37.79280198,-122.4354821,Private room,160,2,34,4/18/2017,0.94,2,344
14054264,Private room & entrance in an SF historic landmark,37087945,Neeti & Navin,,Pacific Heights,37.79430166,-122.4239763,Private room,144,6,47,9/22/2017,3.29,1,7
3672198,Bright 1-bedroom with great views,10839658,Manu,,Pacific Heights,37.79752727,-122.4239225,Entire home/apt,180,1,103,9/16/2017,2.68,1,198
16569308,Luxury Designer Flat in Pacific Heights,3843691,Amber,,Pacific Heights,37.7915008,-122.437784,Entire home/apt,250,2,4,9/24/2017,0.9,2,305
6596859,Large sunny Pacific Heights room with private bath,34066720,Guy,,Pacific Heights,37.79508648,-122.4314453,Private room,109,3,44,6/24/2017,1.58,2,0
2846662,Couch Space with a view,9476237,John,,Pacific Heights,37.79617419,-122.4316143,Shared room,250,1,1,11/24/2014,0.03,1,0
9551370,Amazing views / Best Location,13673257,Gino & Charlotte,,Pacific Heights,37.79554221,-122.4349448,Private room,195,1,74,9/26/2017,4.25,3,347
1525823,Adorable Pacific Heights 1 Bedroom,8141208,Daniel,,Pacific Heights,37.79511144,-122.4274277,Entire home/apt,195,3,24,11/12/2015,0.82,1,0
8015910,"Classic, Airy Pacific Heights 1BD",179514,Tatiana,,Pacific Heights,37.79196481,-122.4439825,Entire home/apt,189,2,1,9/10/2015,0.04,1,0
17576272,Private room in charming neighborhood,2610992,Dee,,Pacific Heights,37.79013438,-122.424226,Private room,130,3,1,9/4/2017,1,1,0
14250202,Private room in 3 bedrooms apt,27453629,Marco,,Pacific Heights,37.79349246,-122.4385033,Private room,75,1,0,,,1,364
13885045,2 Bed 2 Bath Spacious Pacific Heights Home w/Patio,82205469,Tanyue,,Pacific Heights,37.78821978,-122.4463808,Entire home/apt,280,1,1,9/3/2016,0.08,1,274
10563752,Live like local! Bright 2B/2B Condo,7880182,Alex,,Pacific Heights,37.78799171,-122.4411863,Entire home/apt,1000,2,0,,,1,0
3600426,Cozy Studio in the heart of SF,18140042,Lisa,,Pacific Heights,37.79002612,-122.4259114,Entire home/apt,350,1,11,10/10/2015,0.29,1,85
17461924,Fabulous Apt. in Pacific Heights,118247994,Veronica,,Pacific Heights,37.79031241,-122.4320845,Entire home/apt,300,3,32,9/21/2017,4.68,1,104
1438504,Luxury Designer Condo Pac Heights,6478703,Brooke,,Pacific Heights,37.79184347,-122.4422331,Entire home/apt,550,3,51,8/23/2017,1,1,349
11087273,A Charming Marina Bedroom,33121710,John,,Pacific Heights,37.79502957,-122.4442901,Private room,199,1,0,,,1,0
9956748,Sunny 1 br in Lower Pac Heights,16017726,Adam,,Pacific Heights,37.79111156,-122.424916,Entire home/apt,175,1,0,,,1,0
4979211,"3 BR Apt, Pac Heights",25668781,George,,Pacific Heights,37.78992622,-122.4453338,Entire home/apt,395,2,6,9/4/2017,0.22,1,0
13263750,Hotel Pac Hgts 2 Bed Free Car ParkG,20850212,Young,,Pacific Heights,37.79696138,-122.4245201,Entire home/apt,129,1,33,9/9/2017,3.34,16,24
9580380,Pacific Heights Private Room,12331692,Feras,,Pacific Heights,37.79099675,-122.4277549,Private room,91,1,21,10/1/2016,0.94,2,324
8775500,Mini Guest House Rental - Bedroom Only,7366597,Jenn,,Pacific Heights,37.78915875,-122.4401762,Private room,150,2,4,9/17/2017,0.47,1,10
159273,3Bed view Victorian in Pac Heights,694377,Beatrice,,Pacific Heights,37.79485584,-122.4304203,Entire home/apt,420,2,99,9/24/2017,2.01,2,33
10579388,Large Studio in the Center of SF :),3723751,Michelle,,Pacific Heights,37.78887968,-122.4468596,Entire home/apt,198,1,0,,,1,0
16689798,"Beautiful, Quiet Room Near Lafayette Park",87791,Sean & Frances,,Pacific Heights,37.79143935,-122.4230383,Private room,149,1,22,9/1/2017,2.5,1,0
13265498,Hotel Pac Hgts 2 Bed Free Car ParkH,20850212,Young,,Pacific Heights,37.7971829,-122.4250406,Entire home/apt,129,1,14,9/6/2017,1.47,16,25
15100472,Second home,19566123,Erez,,Pacific Heights,37.79540903,-122.4269794,Entire home/apt,250,1,2,12/13/2016,0.17,1,0
5172404,Bedroom with Private Bathroom,928053,Lauren,,Pacific Heights,37.79031104,-122.4289464,Private room,108,1,0,,,1,0
4402199,Chic Pacific Heights Jr. Studio PVT,20169016,Springer,,Pacific Heights,37.78897168,-122.4468468,Entire home/apt,185,3,93,9/26/2017,3.51,2,306
2503408,Pac Heights dream flat w/ bay views,2378871,Leynete,,Pacific Heights,37.7940645,-122.4266063,Entire home/apt,220,12,22,8/28/2017,0.75,1,314
11435584,Classic Pacific Heights Victorian,60086345,Melissa,,Pacific Heights,37.79094953,-122.4343581,Entire home/apt,1200,3,4,8/15/2017,0.62,1,236
14694615,Spacious 1 bedroom apmt in beautiful Pac Heights,91382221,Dognime,,Pacific Heights,37.79554817,-122.4280768,Private room,150,2,0,,,1,0
2257205,"Oasis to relax, Surrounding views, Family friendly",11527863,Louise,,Pacific Heights,37.79324018,-122.4339756,Entire home/apt,400,4,17,9/11/2017,0.62,2,344
5859735,Elegant 3 bdrm Pacific Heights Apt,30424204,Whitney,,Pacific Heights,37.79561314,-122.4330121,Entire home/apt,1300,1,0,,,1,365
4422501,Lower Pac Heights Victorian Home,12988140,Jonathan,,Pacific Heights,37.79066717,-122.4297656,Entire home/apt,950,2,8,7/11/2017,0.24,1,353
12953897,Huge 2 bed 2 bath Victorian in Amazing Location,3901402,Robyn,,Pacific Heights,37.79543093,-122.4235908,Entire home/apt,450,5,12,8/19/2017,0.76,1,76
9096011,"Beautiful, Spacious Pac-Heights Apt",8362868,Michael,,Pacific Heights,37.79614668,-122.4336902,Entire home/apt,120,3,1,11/19/2015,0.04,1,0
2172308,Cozy 3BR Cottage in Pacific Heights,11082476,Chris & Neil,,Pacific Heights,37.78994608,-122.4354119,Entire home/apt,462,2,67,10/1/2017,1.56,1,211
